time,inflow_logger.inflow_rate,reservoir_1.inflow,reservoir_1.outflow,reservoir_1.volume,reservoir_1.water_level,valve_1.discharge_coefficient,valve_1.opening,valve_1.outflow,valve_logger.agent_id,valve_logger.control_signal
290.0,2.5,2.5,0.0,707.5,405.05555555555554,0.7,0.0,0.0,valve_pid_control_agent,0.0
291.0,2.5,2.5,0.0,710.0,406.44444444444446,0.7,0.0,0.0,valve_pid_control_agent,0.0
292.0,2.5,2.5,0.0,712.5,407.8333333333333,0.7,0.0,0.0,valve_pid_control_agent,0.0
293.0,2.5,2.5,0.0,715.0,409.22222222222223,0.7,0.0,0.0,valve_pid_control_agent,0.0
294.0,2.5,2.5,0.0,717.5,410.6111111111111,0.7,0.0,0.0,valve_pid_control_agent,0.0
295.0,2.5,2.5,0.0,720.0,412.0,0.7,0.0,0.0,valve_pid_control_agent,0.0
296.0,2.5,2.5,0.0,722.5,413.38888888888886,0.7,0.0,0.0,valve_pid_control_agent,0.0
297.0,2.5,2.5,0.0,725.0,414.77777777777777,0.7,0.0,0.0,valve_pid_control_agent,0.0
298.0,2.5,2.5,0.0,727.5,416.16666666666663,0.7,0.0,0.0,valve_pid_control_agent,0.0
299.0,2.5,2.5,0.0,730.0,417.55555555555554,0.7,0.0,0.0,valve_pid_control_agent,0.0
