time,upstream_reservoir.water_level,upstream_reservoir.outflow,upstream_reservoir.volume,gate_1.opening,gate_1.outflow,canal_1.volume,canal_1.water_level,canal_1.outflow,downstream_reservoir.water_level,downstream_reservoir.outflow,downstream_reservoir.volume,scenario
0.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,0.0,0.0,0.0,level_pool
1.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,8.737447880630346e-08,0.0,0.08737447880630346,level_pool
2.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,9.017860324832665e-08,0.0,0.09017860324832665,level_pool
3.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,9.298272516457709e-08,0.0,0.09298272516457709,level_pool
4.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,9.578684455505788e-08,0.0,0.09578684455505788,level_pool
5.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,9.859096141977211e-08,0.0,0.09859096141977211,level_pool
6.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,1.0139507575872285e-07,0.0,0.10139507575872285,level_pool
7.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,1.041991875719132e-07,0.0,0.1041991875719132,level_pool
8.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,1.0700329685934624e-07,0.0,0.10700329685934623,level_pool
9.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,1.0980740362102504e-07,0.0,0.10980740362102503,level_pool
10.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,1.126115078569527e-07,0.0,0.1126115078569527,level_pool
11.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,1.154156095671323e-07,0.0,0.1154156095671323,level_pool
12.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,1.1821970875156693e-07,0.0,0.11821970875156693,level_pool
13.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,1.2102380541025966e-07,0.0,0.12102380541025967,level_pool
14.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,1.238278995432136e-07,0.0,0.1238278995432136,level_pool
15.0,0.0,0.0,0.0,0.5,0,4999.6350294534695,0.49996350294534697,0.0028038769309570353,1.2663199115043185e-07,0.0,0.12663199115043183,level_pool
