time,upstream_reservoir.water_level,upstream_reservoir.outflow,upstream_reservoir.volume,gate_1.opening,gate_1.outflow,canal_1.volume,canal_1.water_level,canal_1.outflow,downstream_reservoir.water_level,downstream_reservoir.outflow,downstream_reservoir.volume,scenario
29.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,1.4479718258130433e-05,0.0,14.479718258130433,integral
30.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,1.4978270286304619e-05,0.0,14.97827028630462,integral
31.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,1.547677245927599e-05,0.0,15.476772459275988,integral
32.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,1.597522478203006e-05,0.0,15.975224782030061,integral
33.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,1.647362725955186e-05,0.0,16.473627259551858,integral
34.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,1.6971979896825903e-05,0.0,16.971979896825903,integral
35.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,1.747028269883622e-05,0.0,17.470282698836222,integral
36.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,1.796853567056634e-05,0.0,17.96853567056634,integral
37.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,1.846673881699928e-05,0.0,18.466738816999282,integral
38.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,1.896489214311758e-05,0.0,18.96489214311758,integral
39.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,1.9462995653903272e-05,0.0,19.46299565390327,integral
40.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,1.996104935433788e-05,0.0,19.96104935433788,integral
41.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.0459053249402448e-05,0.0,20.459053249402448,integral
42.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.0957007344077508e-05,0.0,20.957007344077507,integral
43.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.14549116433431e-05,0.0,21.4549116433431,integral
44.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.1952766152178764e-05,0.0,21.952766152178764,integral
45.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.2450570875563547e-05,0.0,22.450570875563546,integral
46.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.294832581847599e-05,0.0,22.94832581847599,integral
47.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.3446030985894144e-05,0.0,23.446030985894144,integral
48.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.3943686382795555e-05,0.0,23.943686382795555,integral
49.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.4441292014157272e-05,0.0,24.441292014157273,integral
50.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.493884788495586e-05,0.0,24.93884788495586,integral
51.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.5436354000167364e-05,0.0,25.436354000167363,integral
52.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.5933810364767345e-05,0.0,25.933810364767346,integral
53.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.643121698373087e-05,0.0,26.43121698373087,integral
54.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.6928573862032496e-05,0.0,26.928573862032497,integral
55.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.7425881004646293e-05,0.0,27.425881004646293,integral
56.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.7923138416545827e-05,0.0,27.92313841654583,integral
57.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.8420346102704173e-05,0.0,28.420346102704173,integral
58.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.89175040680939e-05,0.0,28.9175040680939,integral
59.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.941461231768709e-05,0.0,29.41461231768709,integral
60.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,2.9911670856455323e-05,0.0,29.911670856455324,integral
61.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.040867968936968e-05,0.0,30.408679689369677,integral
62.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.0905638821400736e-05,0.0,30.90563882140074,integral
63.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.1402548257518596e-05,0.0,31.4025482575186,integral
64.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.189940800269285e-05,0.0,31.899408002692848,integral
65.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.239621806189258e-05,0.0,32.396218061892576,integral
66.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.289297844008639e-05,0.0,32.89297844008639,integral
67.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.3389689142242385e-05,0.0,33.38968914224238,integral
68.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.388635017332816e-05,0.0,33.88635017332816,integral
69.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.438296153831083e-05,0.0,34.38296153831083,integral
70.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.4879523242157e-05,0.0,34.879523242157,integral
71.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.5376035289832784e-05,0.0,35.376035289832785,integral
72.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.58724976863038e-05,0.0,35.8724976863038,integral
73.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.636891043653517e-05,0.0,36.368910436535174,integral
74.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.6865273545491516e-05,0.0,36.86527354549152,integral
75.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.736158701813697e-05,0.0,37.36158701813697,integral
76.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.785785085943516e-05,0.0,37.85785085943516,integral
77.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.8354065074349215e-05,0.0,38.354065074349215,integral
78.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.885022966784178e-05,0.0,38.85022966784178,integral
79.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.9346344644874995e-05,0.0,39.346344644874996,integral
80.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,3.984241001041051e-05,0.0,39.84241001041051,integral
81.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.033842576940947e-05,0.0,40.33842576940947,integral
82.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.083439192683253e-05,0.0,40.83439192683253,integral
83.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.1330308487639844e-05,0.0,41.33030848763985,integral
84.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.182617545679109e-05,0.0,41.826175456791084,integral
85.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.2321992839245405e-05,0.0,42.321992839245404,integral
86.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.281776063996148e-05,0.0,42.81776063996148,integral
87.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.331347886389748e-05,0.0,43.31347886389748,integral
88.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.3809147516011085e-05,0.0,43.80914751601109,integral
89.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.430476660125949e-05,0.0,44.30476660125949,integral
90.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.4800336124599364e-05,0.0,44.80033612459936,integral
91.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.5295856090986904e-05,0.0,45.2958560909869,integral
92.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.5791326505377804e-05,0.0,45.7913265053778,integral
93.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.628674737272726e-05,0.0,46.28674737272726,integral
94.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.678211869798999e-05,0.0,46.782118697989986,integral
95.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.727744048612018e-05,0.0,47.277440486120184,integral
96.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.777271274207157e-05,0.0,47.77271274207157,integral
97.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.826793547079736e-05,0.0,48.26793547079736,integral
98.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.876310867725028e-05,0.0,48.76310867725028,integral
99.0,0.0,0.0,0.0,0.5,0,4950.246693456854,0.4950246693456854,0.49507417676336174,4.925823236638256e-05,0.0,49.25823236638256,integral
