time,upstream_reservoir_water_level,upstream_reservoir_outflow,upstream_reservoir_volume,upstream_reservoir_inflow,gate_1_opening,gate_1_outflow,canal_1_water_level,canal_1_outflow,canal_2_water_level,canal_2_outflow,gate_2_opening,gate_2_outflow,canal_3_water_level,canal_3_outflow
210,10.0,8.11975177729362,0,0.0,0.5,8.11975177729362,9.357999541073866,19.809088823063014,8.857999541073864,19.809088823063014,0.5,16.8423915916757,5.302711208214911,7.401768228493773
220,10.0,7.098182585459675,0,0.0,0.5,7.098182585459675,9.556090429304497,19.809088823063014,9.056090429304495,19.809088823063014,0.5,17.162901889573064,5.361925354042861,7.401768228493773
230,10.0,5.902374361914286,0,0.0,0.5,5.902374361914286,9.754181317535128,19.809088823063014,9.254181317535126,19.809088823063014,0.5,17.477535524634845,5.421139499870812,7.401768228493773
240,10.0,4.392248877265854,0,0.0,0.5,4.392248877265854,9.952272205765759,19.809088823063014,9.452272205765757,19.809088823063014,0.5,17.786604362796044,5.480353645698762,7.401768228493773
250,10.0,1.9353752327399572,0,0.0,0.5,1.9353752327399572,10.15036309399639,19.809088823063014,9.650363093996388,19.809088823063014,0.5,18.090393624860617,5.5395677915267125,7.401768228493773
260,10.0,0.0,0,0.0,0.5,0.0,10.34845398222702,19.809088823063014,9.848453982227019,19.809088823063014,0.5,18.389164968702634,5.598781937354663,7.401768228493773
270,10.0,0.0,0,0.0,0.5,0.0,10.546544870457652,19.809088823063014,10.04654487045765,19.809088823063014,0.5,18.683159127672237,5.6579960831826135,7.401768228493773
280,10.0,0.0,0,0.0,0.5,0.0,10.744635758688283,19.809088823063014,10.24463575868828,19.809088823063014,0.5,18.972598180894593,5.717210229010564,7.401768228493773
290,10.0,0.0,0,0.0,0.5,0.0,10.942726646918914,19.809088823063014,10.442726646918912,19.809088823063014,0.5,19.257687516351673,5.7764243748385145,7.401768228493773
300,10.0,0.0,0,0.0,0.5,0.0,11.140817535149544,19.809088823063014,10.640817535149543,19.809088823063014,0.5,19.53861753607991,5.835638520666465,7.401768228493773
310,10.0,0.0,0,0.0,0.5,0.0,11.338908423380175,19.809088823063014,10.838908423380174,19.809088823063014,0.5,19.815565143719013,5.894852666494415,7.401768228493773
320,10.0,0.0,0,0.0,0.5,0.0,11.533035656681344,19.412723330116776,11.036999311610804,19.809088823063014,0.5,20.08869504743238,5.954066812322366,7.401768228493773
